# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PRM8	YGL053W	YGL053W_mRNA	protein_coding	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8
PRM9	YAR031W	YAR031W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
PRO1	YDR300C	YDR300C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
PRO2	YOR323C	YOR323C_mRNA	protein_coding	0	4	1	14	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	4	7
PRP16	YKR086W	YKR086W_mRNA	protein_coding	0	1	1	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1
PRP18	YGR006W	YGR006W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
PRP19	YLL036C	YLL036C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRP2	YNR011C	YNR011C_mRNA	protein_coding	1	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3
PRP21	YJL203W	YJL203W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
PRP22	YER013W	YER013W_mRNA	protein_coding	0	0	2	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	2
PRP24	YMR268C	YMR268C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRP28	YDR243C	YDR243C_mRNA	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
PRP3	YDR473C	YDR473C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
PRP31	YGR091W	YGR091W_mRNA	protein_coding	0	0	1	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
PRP38	YGR075C	YGR075C_mRNA	protein_coding	0	0	0	39	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	21
PRP39	YML046W	YML046W_mRNA	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
PRP4	YPR178W	YPR178W_mRNA	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
PRP40	YKL012W	YKL012W_mRNA	protein_coding	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
PRP42	YDR235W	YDR235W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
PRP43	YGL120C	YGL120C_mRNA	protein_coding	0	0	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0
PRP45	YAL032C	YAL032C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
PRP46	YPL151C	YPL151C_mRNA	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
PRP5	YBR237W	YBR237W_mRNA	protein_coding	0	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2
PRP6	YBR055C	YBR055C_mRNA	protein_coding	1	9	3	74	0	0	0	0	35	0	0	3	0	0	0	0	1	0	0	9	39
PRP8	YHR165C	YHR165C_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRP9	YDL030W	YDL030W_mRNA	protein_coding	1	0	1	3	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1
PRR1	YKL116C	YKL116C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRR2	YDL214C	YDL214C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
PRS2	YER099C	YER099C_mRNA	protein_coding	1	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
PRS3	YHL011C	YHL011C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRS4	YBL068W	YBL068W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PRS5	YOL061W	YOL061W_mRNA	protein_coding	1	0	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1
PRT1	YOR361C	YOR361C_mRNA	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
PRX1	YBL064C	YBL064C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PRY1	YJL079C	YJL079C_mRNA	protein_coding	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRY2	YKR013W	YKR013W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRY3	YJL078C	YJL078C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PSA1	YDL055C	YDL055C_mRNA	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5
PSD1	YNL169C	YNL169C_mRNA	protein_coding	0	0	2	4	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2
PSD2	YGR170W	YGR170W_mRNA	protein_coding	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10
PSE1	YMR308C	YMR308C_mRNA	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
PSF1	YDR013W	YDR013W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSF2	YJL072C	YJL072C_mRNA	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
PSF3	YOL146W	YOL146W_mRNA	protein_coding	1	0	2	35	0	0	0	0	4	1	0	2	0	0	0	0	0	0	0	0	31
PSH1	YOL054W	YOL054W_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
PSK1	YAL017W	YAL017W_mRNA	protein_coding	1	0	1	2	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0
PSK2	YOL045W	YOL045W_mRNA	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
PSO2	YMR137C	YMR137C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PSP1	YDR505C	YDR505C_mRNA	protein_coding	0	0	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2
PSP2	YML017W	YML017W_mRNA	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
PSR1	YLL010C	YLL010C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
PSR2	YLR019W	YLR019W_mRNA	protein_coding	0	3	1	41	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	3	20
PST1	YDR055W	YDR055W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PST2	YDR032C	YDR032C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
PSY1	YKL076C	YKL076C_mRNA	protein_coding	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PSY2	YNL201C	YNL201C_mRNA	protein_coding	0	0	2	7	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	1
PSY3	YLR376C	YLR376C_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
PSY4	YBL046W	YBL046W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PTA1	YAL043C	YAL043C_mRNA	protein_coding	1	0	0	6	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4
PTC1	YDL006W	YDL006W_mRNA	protein_coding	1	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	2
PTC2	YER089C	YER089C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PTC3	YBL056W	YBL056W_mRNA	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
PTC4	YBR125C	YBR125C_mRNA	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
PTC5	YOR090C	YOR090C_mRNA	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
PTC6	YCR079W	YCR079W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
PTC7	YHR076W	YHR076W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
PTH1	YHR189W	YHR189W_mRNA	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1
PTH2	YBL057C	YBL057C_mRNA	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
PTH4	YOL114C	YOL114C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
PTI1	YGR156W	YGR156W_mRNA	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4
PTK1	YKL198C	YKL198C_mRNA	protein_coding	2	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1
PTK2	YJR059W	YJR059W_mRNA	protein_coding	2	16	4	57	0	0	0	0	15	2	0	4	0	0	0	0	0	0	0	16	42
PTM1	YKL039W	YKL039W_mRNA	protein_coding	0	0	1	4	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2
PTP1	YDL230W	YDL230W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
PTP2	YOR208W	YOR208W_mRNA	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
PTP3	YER075C	YER075C_mRNA	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2
PTR2	YKR093W	YKR093W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PUB1	YNL016W	YNL016W_mRNA	protein_coding	0	0	2	3	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1
PUF2	YPR042C	YPR042C_mRNA	protein_coding	1	0	4	5	1	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0	2
PUF3	YLL013C	YLL013C_mRNA	protein_coding	2	0	0	4	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2
PUF4	YGL014W	YGL014W_mRNA	protein_coding	1	0	1	9	0	0	0	0	8	1	0	1	0	0	0	0	0	0	0	0	1
PUF6	YDR496C	YDR496C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PUG1	YER185W	YER185W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PUN1	YLR414C	YLR414C_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
PUP1	YOR157C	YOR157C_mRNA	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
PUP2	YGR253C	YGR253C_mRNA	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
PUP3	YER094C	YER094C_mRNA	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	4
PUS1	YPL212C	YPL212C_mRNA	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
PUS2	YGL063W	YGL063W_mRNA	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
PUS4	YNL292W	YNL292W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PUS5	YLR165C	YLR165C_mRNA	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1
PUS6	YGR169C	YGR169C_mRNA	protein_coding	0	0	0	23	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
PUS7	YOR243C	YOR243C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PUS9	YDL036C	YDL036C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PUT1	YLR142W	YLR142W_mRNA	protein_coding	0	0	2	5	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3
PUT2	YHR037W	YHR037W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PUT3	YKL015W	YKL015W_mRNA	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
PUT4	YOR348C	YOR348C_mRNA	protein_coding	0	8	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	8	4
PWP1	YLR196W	YLR196W_mRNA	protein_coding	0	0	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0
PWP2	YCR057C	YCR057C_mRNA	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
PWR1	PWR1	PWR1_ncRNA	lincRNA	0	0	0	6	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	3
PXA1	YPL147W	YPL147W_mRNA	protein_coding	0	8	3	34	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	8	16
PXA2	YKL188C	YKL188C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PXL1	YKR090W	YKR090W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
PXP1	YEL020C	YEL020C_mRNA	protein_coding	2	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1
PXP2	YJR111C	YJR111C_mRNA	protein_coding	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4
PXR1	YGR280C	YGR280C_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
PYC1	YGL062W	YGL062W_mRNA	protein_coding	1	1	3	4	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	1	2
PYC2	YBR218C	YBR218C_mRNA	protein_coding	1	9	3	61	1	0	0	0	29	1	0	2	0	0	0	0	0	0	0	9	32
PYK2	YOR347C	YOR347C_mRNA	protein_coding	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17
PZF1	YPR186C	YPR186C_mRNA	protein_coding	1	0	0	14	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	3
Q0010	Q0010	Q0010_mRNA	protein_coding	0	0	0	22	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	10
Q0017	Q0017	Q0017_mRNA	protein_coding	0	0	0	23	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	10
Q0032	Q0032	Q0032_mRNA	protein_coding	0	1	0	14	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	9
Q0092	Q0092	Q0092_mRNA	protein_coding	1	0	0	20	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	7
Q0142	Q0142	Q0142_mRNA	protein_coding	0	0	1	22	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	8
Q0143	Q0143	Q0143_mRNA	protein_coding	0	0	0	23	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	9
Q0144	Q0144	Q0144_mRNA	protein_coding	0	0	1	28	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	14
Q0182	Q0182	Q0182_mRNA	protein_coding	0	0	0	27	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	11
Q0255	Q0255	Q0255_mRNA	protein_coding	0	0	3	17	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	8
Q0297	Q0297	Q0297_mRNA	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
QCR10	YHR001W-A	YHR001W-A_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
QCR2	YPR191W	YPR191W_mRNA	protein_coding	1	0	0	29	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	28
QCR6	YFR033C	YFR033C_mRNA	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4
QCR7	YDR529C	YDR529C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
QCR8	YJL166W	YJL166W_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
QCR9	YGR183C	YGR183C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
QDR1	YIL120W	YIL120W_mRNA	protein_coding	1	2	3	52	0	0	0	0	16	1	0	3	0	0	0	0	0	0	0	2	36
QDR2	YIL121W	YIL121W_mRNA	protein_coding	1	4	3	55	0	0	0	0	21	0	0	3	0	0	1	0	0	1	0	4	34
QDR3	YBR043C	YBR043C_mRNA	protein_coding	0	12	2	46	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	12	35
QNS1	YHR074W	YHR074W_mRNA	protein_coding	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
QRI1	YDL103C	YDL103C_mRNA	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
QRI5	YLR204W	YLR204W_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
QRI7	YDL104C	YDL104C_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
RAD1	YPL022W	YPL022W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RAD10	YML095C	YML095C_mRNA	protein_coding	0	2	0	80	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	2	30
RAD14	YMR201C	YMR201C_mRNA	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5
RAD16	YBR114W	YBR114W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RAD17	YOR368W	YOR368W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RAD18	YCR066W	YCR066W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RAD2	YGR258C	YGR258C_mRNA	protein_coding	0	0	1	10	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	4
RAD23	YEL037C	YEL037C_mRNA	protein_coding	0	0	1	6	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	2
RAD24	YER173W	YER173W_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RAD26	YJR035W	YJR035W_mRNA	protein_coding	1	14	5	60	0	0	0	0	40	1	0	5	0	0	0	0	0	0	0	14	20
RAD27	YKL113C	YKL113C_mRNA	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RAD28	YDR030C	YDR030C_mRNA	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2
RAD3	YER171W	YER171W_mRNA	protein_coding	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RAD30	YDR419W	YDR419W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RAD33	YML011C	YML011C_mRNA	protein_coding	1	0	0	7	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0
RAD4	YER162C	YER162C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RAD5	YLR032W	YLR032W_mRNA	protein_coding	0	16	11	72	0	0	0	0	39	0	0	11	0	0	0	0	0	0	0	16	33
RAD50	YNL250W	YNL250W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
RAD51	YER095W	YER095W_mRNA	protein_coding	0	0	1	7	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	3
RAD52	YML032C	YML032C_mRNA	protein_coding	0	1	3	72	0	0	0	0	32	0	0	3	0	0	0	0	0	0	0	1	40
RAD53	YPL153C	YPL153C_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
RAD54	YGL163C	YGL163C_mRNA	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
RAD55	YDR076W	YDR076W_mRNA	protein_coding	0	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
RAD57	YDR004W	YDR004W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RAD59	YDL059C	YDL059C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RAD6	YGL058W	YGL058W_mRNA	protein_coding	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3
RAD61	YDR014W	YDR014W_mRNA	protein_coding	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAD7	YJR052W	YJR052W_mRNA	protein_coding	0	5	2	43	0	0	0	0	37	0	0	2	0	0	0	0	0	0	0	5	6
RAD9	YDR217C	YDR217C_mRNA	protein_coding	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RAI1	YGL246C	YGL246C_mRNA	protein_coding	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8
RAM1	YDL090C	YDL090C_mRNA	protein_coding	0	1	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	2
RAM2	YKL019W	YKL019W_mRNA	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
RAP1	YNL216W	YNL216W_mRNA	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RAS2	YNL098C	YNL098C_mRNA	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8
RAT1	YOR048C	YOR048C_mRNA	protein_coding	0	1	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2
RAV1	YJR033C	YJR033C_mRNA	protein_coding	1	8	7	55	0	0	0	0	24	1	0	7	0	0	0	0	0	0	0	8	31
RAV2	YDR202C	YDR202C_mRNA	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
RAX1	YOR301W	YOR301W_mRNA	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
RAX2	YLR084C	YLR084C_mRNA	protein_coding	0	8	11	59	0	0	0	0	27	0	0	11	0	0	0	0	0	0	0	8	32
RBA50	YDR527W	YDR527W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RBD2	YPL246C	YPL246C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RBG1	YAL036C	YAL036C_mRNA	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4
RBG2	YGR173W	YGR173W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RBH1	YJL181W	YJL181W_mRNA	protein_coding	0	0	1	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
RBH2	YJR030C	YJR030C_mRNA	protein_coding	1	2	4	34	0	0	0	0	4	1	0	4	0	0	0	0	0	0	0	2	30
RBK1	YCR036W	YCR036W_mRNA	protein_coding	0	2	2	10	1	0	0	0	6	0	0	1	0	0	0	0	0	0	0	2	4
RBL2	YOR265W	YOR265W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RBS1	YDL189W	YDL189W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
RCE1	YMR274C	YMR274C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RCF1	YML030W	YML030W_mRNA	protein_coding	0	1	0	61	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	1	28
RCF2	YNR018W	YNR018W_mRNA	protein_coding	1	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1
RCF3	YBR255C-A	YBR255C-A_mRNA	protein_coding	0	3	0	76	0	0	0	0	27	0	2	0	0	0	0	0	0	0	0	3	47
RCH1	YMR034C	YMR034C_mRNA	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
RCK1	YGL158W	YGL158W_mRNA	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RCK2	YLR248W	YLR248W_mRNA	protein_coding	0	9	5	47	0	0	0	0	12	0	0	5	0	0	0	0	0	0	0	9	35
RCL1	YOL010W	YOL010W_mRNA	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
RCM1	YNL022C	YNL022C_mRNA	protein_coding	1	0	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
RCN1	YKL159C	YKL159C_mRNA	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
RCN2	YOR220W	YOR220W_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
RCO1	YMR075W	YMR075W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RCR1	YBR005W	YBR005W_mRNA	protein_coding	1	1	3	55	0	0	0	0	32	1	0	3	0	0	0	0	0	0	0	1	23
